gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Mean TFH	Mean TH1	TFH:TFH_Rep1	TFH:TFH_Rep2	TH1:TH1_Rep1	TH1:TH1_Rep2
Mrps15	605.47	-0.09	0.23	-0.38	0.7	0.84	585.24	625.69	476.52	693.96	653.6	597.79
Mrps16	1225.62	0.02	0.2	0.12	0.9	0.95	1236.64	1214.6	1173.28	1300	1369.03	1060.16
Mrps17	837.21	-0.42	0.19	-2.2	0.028	0.1	709.69	964.74	683.41	735.97	992.53	936.94
Mrps18a	493.71	0.14	0.23	0.61	0.54	0.73	520.3	467.11	532.58	508.02	548.71	385.51
Mrps18b	810.37	-0.11	0.21	-0.54	0.59	0.77	777.96	842.77	760.83	795.09	959.65	725.89
Mrps18c	466.88	-0.5	0.26	-1.9	0.058	0.18	378.98	554.78	379.08	378.87	724.04	385.51
Mrps2	905.14	0.39	0.21	1.83	0.068	0.2	1034.3	775.98	1005.1	1063.49	912.69	639.27
Mrps21	266.65	-0.51	0.25	-2.03	0.042	0.14	215.69	317.61	194.88	236.51	332.67	302.55
Mrps22	458.35	0.2	0.27	0.74	0.46	0.67	493.02	423.69	401.77	584.26	533.84	313.53
Mrps23	2242.64	-0.36	0.2	-1.79	0.074	0.21	1946.51	2538.77	1760.59	2132.44	2114.21	2963.33
Mrps24	394.44	-0.37	0.22	-1.68	0.093	0.24	339.95	448.94	324.35	355.54	458.69	439.19
Mrps25	348.95	-0.26	0.25	-1.03	0.3	0.52	314.82	383.07	317.68	311.97	312.32	453.83
Mrps26	518.48	-0.91	0.24	-3.84	0.00012	0.0014	348.9	688.05	343.04	354.76	552.62	823.49
Mrps27	496.74	0.43	0.23	1.91	0.056	0.17	576.05	417.42	568.62	583.48	479.83	355.01
Mrps28	257.02	-0.6	0.25	-2.43	0.015	0.067	199.86	314.18	202.89	196.83	320.93	307.43
Mrps30	774.92	-0.08	0.22	-0.35	0.73	0.85	753.66	796.18	711.44	795.87	929.91	662.45
Mrps31	224.33	0.22	0.26	0.86	0.39	0.61	243.22	205.45	233.59	252.84	214.47	196.42
Mrps33	854.62	-0.01	0.2	-0.07	0.95	0.97	850.72	858.51	807.55	893.9	944.78	772.25
Mrps34	651.89	0.28	0.21	1.34	0.18	0.38	720.1	583.68	731.47	708.74	659.86	507.51
Mrps35	548.71	-0.01	0.21	-0.03	0.97	0.99	546.79	550.62	489.87	603.71	562.02	539.23
Mrps36	345.94	0.26	0.31	0.86	0.39	0.61	382.73	309.15	315.01	450.45	432.86	185.44
Mrps5	821.56	0.4	0.19	2.12	0.034	0.12	940.92	702.2	958.38	923.46	702.91	701.49
Mrps6	517.77	0.69	0.21	3.21	0.0013	0.01	646.47	389.08	596.65	696.29	410.94	367.21
Mrps7	778.41	-0.3	0.22	-1.37	0.17	0.36	692.21	864.62	603.33	781.09	986.27	742.97
Mrps9	778.14	0.22	0.19	1.15	0.25	0.46	841.39	714.88	807.55	875.22	740.48	689.29
Mrrf	344.78	0.22	0.23	0.95	0.34	0.56	372.36	317.2	369.74	374.99	312.32	322.07
Mrs2	861.86	-0.05	0.21	-0.24	0.81	0.9	845.3	878.42	872.95	817.65	727.18	1029.66
Mrto4	365.12	-0.25	0.23	-1.1	0.27	0.49	331.51	398.73	341.71	321.3	385.11	412.35
Mrvi1	16.87	-0.74	0.45	-1.62	0.1	2	9.23	24.51	10.68	7.78	25.83	23.18
Ms4a1	5.07	0.1	0.4	0.25	0.8	2	5.78	4.35	5.34	6.22	6.26	2.44
Ms4a15	1.11	0.21	0.23	0.91	0.36	2	2.22	0	1.33	3.11	0	0
Ms4a2	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Ms4a4b	27620.61	-0.55	0.16	-3.54	0.00041	0.0038	22210.75	33030.47	21895.95	22525.55	34396.42	31664.53
Ms4a4c	823.26	0.89	0.25	3.53	0.00042	0.0038	1091.54	554.97	1281.4	901.68	703.69	406.25
Ms4a4d	35.12	0.17	0.43	0.41	0.68	0.83	38.3	31.94	30.7	45.9	40.7	23.18
Ms4a6b	15515.57	0.03	0.17	0.17	0.87	0.93	15673.83	15357.3	16927.85	14419.81	14484.02	16230.59
Ms4a6c	438.55	-0.07	0.24	-0.28	0.78	0.89	426.77	450.33	384.42	469.12	377.29	523.37
Ms4a6d	509.27	0.34	0.24	1.45	0.15	0.33	574.97	443.57	647.37	502.57	515.05	372.09
Ms4a7	0.39	0	0.16	0	1	2	0.39	0.39	0	0.78	0.78	0
Ms4a8a	0.39	0	0.16	0	1	2	0.39	0.39	0	0.78	0.78	0
Msh2	2856.94	0.33	0.17	1.98	0.047	0.15	3192.18	2521.71	3111.4	3272.95	2540.03	2503.4
Msh3	1323.09	0.34	0.18	1.9	0.057	0.17	1484.21	1161.96	1457.59	1510.83	1190.56	1133.36
Msh4	1.09	-0.05	0.23	-0.23	0.82	2	0.78	1.39	0	1.56	1.57	1.22
Msh5	52.96	-0.38	0.39	-0.99	0.32	0.54	43.81	62.12	44.05	43.57	57.14	67.1
Msh6	3338.27	0.13	0.19	0.7	0.49	0.69	3496.14	3180.4	3513.18	3479.11	2691.1	3669.69
Msi1	1.03	0.01	0.24	0.02	0.98	2	1.06	1	1.33	0.78	0.78	1.22
Msi2	1801.59	0.69	0.19	3.55	0.00038	0.0036	2245.81	1357.36	2289.17	2202.45	1565.5	1149.22
Msl1	3833.14	-0.1	0.17	-0.59	0.56	0.74	3696.8	3969.47	3898.93	3494.67	3755.64	4183.3
Msl2	3422.55	0.4	0.17	2.33	0.02	0.083	3909.08	2936.02	3900.27	3917.89	3168.58	2703.47
Msl3	1006.05	0.23	0.2	1.17	0.24	0.46	1091.06	921.04	1066.5	1115.62	1033.23	808.85
Msl3l2	116.5	0.96	0.31	3.07	0.0021	0.015	159.22	73.78	153.5	164.93	74.36	73.2
Msln	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Mslnl	0.33	0.09	0.15	0.56	0.57	2	0.67	0	1.33	0	0	0
Msmb	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Msn	43828.27	-0.28	0.16	-1.69	0.09	0.24	39508.85	48147.7	39266.94	39750.75	44223.07	52072.33
Msr1	5.63	-0.27	0.35	-0.77	0.44	2	2.72	8.54	0	5.45	0	17.08
Msra	328.09	0.08	0.24	0.35	0.73	0.85	338.45	317.73	328.36	348.53	347.54	287.91
Msrb2	127.1	0.64	0.32	2.03	0.042	0.14	159.84	94.36	188.21	131.48	103.32	85.4
Msrb3	1.56	0	0.25	0	1	2	1.56	1.57	0	3.11	3.13	0
Mst1	32.13	-0.24	0.43	-0.55	0.58	0.76	27.91	36.36	29.37	26.45	22.7	50.02
Mst1r	3.08	0.03	0.32	0.1	0.92	2	3.34	2.83	6.67	0	0.78	4.88
Msto1	638.29	0.24	0.24	1.01	0.31	0.53	697.07	579.51	798.21	595.93	696.65	462.37
Mt1	43.29	-2.17	0.43	-5.07	3.90E-07	8.00E-06	7.95	78.62	12.01	3.89	65.75	91.5
Mt2	4.81	-0.33	0.39	-0.83	0.41	2	2.61	7.01	1.33	3.89	5.48	8.54
Mt3	3.72	-0.44	0.33	-1.34	0.18	2	0.39	7.04	0	0.78	14.09	0
Mta1	2068.73	0.3	0.18	1.65	0.099	0.25	2291.6	1845.85	2290.51	2292.7	2039.85	1651.85
Mta2	9016.74	-0.04	0.16	-0.26	0.8	0.89	8884.67	9148.8	8909.74	8859.6	9539.38	8758.22
Mta3	1288.59	-0.57	0.18	-3.19	0.0014	0.011	1025.85	1551.33	994.42	1057.27	1576.46	1526.19
Mtap	1277.18	0.6	0.22	2.78	0.0055	0.031	1555.28	999.07	1585.73	1524.84	1212.48	785.67
Mtap1a	96.03	-0.39	0.35	-1.11	0.27	0.48	79.99	112.06	62.74	97.25	92.36	131.76
Mtap1b	135.24	1.73	0.32	5.42	6.10E-08	1.50E-06	217.7	52.79	217.57	217.83	66.53	39.04
Mtap1s	819.99	-0.07	0.2	-0.35	0.73	0.85	799.47	840.52	759.5	839.44	897.82	783.23
Mtap2	14.64	0.57	0.45	1.25	0.21	2	20.57	8.7	24.03	17.12	12.52	4.88
Mtap4	6564.26	-0.43	0.16	-2.69	0.0072	0.039	5570	7558.53	5483.33	5656.67	7469.01	7648.04
Mtap6	57.89	-0.92	0.39	-2.33	0.02	0.082	34.3	81.49	22.69	45.9	75.14	87.84
Mtap7	428.75	1.85	0.26	7.21	5.70E-13	2.60E-11	690.38	167.11	756.83	623.94	209.78	124.44
Mtap7d1	2144.16	-0.38	0.17	-2.24	0.025	0.098	1855.53	2432.79	1863.37	1847.7	2439.05	2426.54
Mtap7d2	1.8	-0.17	0.28	-0.6	0.55	2	0.78	2.83	0	1.56	0.78	4.88
Mtap7d3	5.29	0.36	0.38	0.96	0.34	2	8.23	2.35	13.35	3.11	4.7	0
Mtap9	57.97	0.97	0.38	2.53	0.012	0.055	82.12	33.82	93.44	70.8	38.35	29.28
Mtbp	1482.72	-0.06	0.18	-0.36	0.72	0.85	1449.09	1516.36	1440.24	1457.93	1555.33	1477.39
Mtch1	3242.3	-0.81	0.17	-4.73	2.20E-06	3.90E-05	2325.73	4158.87	2301.18	2350.27	3844.09	4473.66
Mtch2	2218.57	0.09	0.17	0.53	0.6	0.77	2290.02	2147.12	2351.91	2228.13	2105.6	2188.64
Mtcp1	121.05	-0.12	0.31	-0.39	0.7	0.84	115.36	126.75	114.79	115.92	131.5	122
Mtdh	3254.84	-0.03	0.17	-0.15	0.88	0.94	3225.93	3283.76	3422.41	3029.44	3395.57	3171.94
Mterf	51.91	-0.15	0.39	-0.39	0.7	0.84	47.97	55.85	36.04	59.9	55.58	56.12
Mterfd1	427.74	0.23	0.23	1.02	0.31	0.53	464.57	390.91	407.11	522.02	410.94	370.87
Mterfd2	283.72	0.64	0.28	2.25	0.024	0.095	353.3	214.14	360.39	346.2	279.44	148.84
Mterfd3	287.04	0.5	0.25	2.02	0.043	0.14	340.74	233.34	361.73	319.75	254.39	212.28
Mtf1	1194.79	-0.03	0.18	-0.15	0.88	0.94	1182.79	1206.79	1161.27	1204.31	1196.04	1217.54
Mtf2	2412.75	0.71	0.17	4.23	2.30E-05	0.00032	3013.35	1812.16	2964.58	3062.12	1828.51	1795.81
Mtfmt	397.59	0.23	0.23	1	0.32	0.54	433.14	362.03	476.52	389.77	400.77	323.29
Mtfp1	46.46	-0.26	0.4	-0.66	0.51	0.71	40.81	52.11	42.71	38.9	49.31	54.9
Mtfr1	1061.44	-0.06	0.19	-0.31	0.76	0.87	1039.54	1083.33	1054.49	1024.6	1177.26	989.4
Mtg1	291.65	-0.08	0.25	-0.33	0.74	0.86	282.99	300.31	321.69	244.28	291.97	308.65
Mthfd1	2593.26	0.4	0.17	2.38	0.017	0.074	2960.75	2225.78	2895.17	3026.33	2179.96	2271.6
Mthfd1l	3110.29	-0.13	0.17	-0.73	0.47	0.68	2968.37	3252.2	2920.53	3016.22	2960.36	3544.04
Mthfd2	3638.62	0.19	0.17	1.08	0.28	0.5	3884.93	3392.3	3698.71	4071.15	3699.28	3085.32
Mthfd2l	16.44	0.07	0.45	0.16	0.87	2	17.12	15.76	9.34	24.9	15.66	15.86
Mthfr	383.37	0.03	0.23	0.15	0.88	0.94	387.75	378.99	367.07	408.44	344.41	413.57
Mthfs	33.03	-0.16	0.43	-0.38	0.7	0.84	30.47	35.6	36.04	24.9	40.7	30.5
Mthfsd	233.5	0.05	0.27	0.2	0.84	0.92	238.55	228.44	233.59	243.51	265.35	191.54
Mtif2	902.4	-0.1	0.21	-0.46	0.65	0.8	870.51	934.29	939.69	801.32	802.32	1066.26
Mtif3	467.13	-0.1	0.21	-0.46	0.64	0.8	450.25	484	457.83	442.67	475.13	492.87
Mtl5	2.92	0.2	0.34	0.58	0.56	2	4.06	1.78	2.67	5.45	2.35	1.22
Mtm1	85.47	0.62	0.35	1.78	0.075	0.21	106.9	64.04	104.11	109.69	52.44	75.64
Mtmr1	1517.15	0.03	0.18	0.18	0.86	0.93	1535.44	1498.86	1567.05	1503.83	1587.42	1410.29
Mtmr10	179.61	-0.13	0.29	-0.45	0.65	0.81	169.99	189.24	145.49	194.49	169.86	208.62
Mtmr11	19.53	-0.16	0.45	-0.35	0.73	2	17.12	21.95	9.34	24.9	10.96	32.94
Mtmr12	2367.2	-0.26	0.18	-1.41	0.16	0.35	2148.44	2585.96	2135.67	2161.22	2290.33	2881.59
Mtmr14	1022.69	-0.22	0.19	-1.16	0.25	0.46	941.23	1104.15	907.66	974.81	1183.52	1024.78
Mtmr2	1447.68	0.17	0.18	0.93	0.35	0.57	1537.66	1357.71	1559.04	1516.28	1474.7	1240.72
Mtmr3	3929.55	0.05	0.16	0.32	0.75	0.86	4002.29	3856.81	3953.66	4050.93	3787.73	3925.89
Mtmr4	3021.9	-0.01	0.19	-0.07	0.95	0.97	3006.71	3037.1	2763.02	3250.39	2636.3	3437.9
Mtmr6	2760.08	0.11	0.17	0.65	0.52	0.71	2867.41	2652.74	2941.88	2792.94	2702.06	2603.43
Mtmr7	38.84	1.06	0.42	2.49	0.013	0.059	57.86	19.81	38.71	77.02	16.44	23.18
Mtmr9	1047.29	-0.23	0.2	-1.19	0.23	0.44	958.67	1135.91	884.97	1032.38	1233.62	1038.2
Mto1	490.09	0.04	0.21	0.2	0.84	0.92	497.54	482.64	464.51	530.58	482.17	483.11
Mtor	1213.61	0.29	0.18	1.63	0.1	0.26	1342.38	1084.83	1286.74	1398.03	1110.72	1058.94
Mtpap	959.26	0.33	0.19	1.75	0.08	0.22	1074.12	844.4	1078.51	1069.72	897.03	791.77
Mtpn	7359.5	-0.46	0.17	-2.71	0.0067	0.037	6162.53	8556.47	6106.68	6218.37	7781.33	9331.61
Mtr	1146.86	0.28	0.18	1.56	0.12	0.29	1263.35	1030.37	1264.05	1262.66	1015.23	1045.52
Mtrf1	149.05	0.25	0.3	0.85	0.39	0.61	164.05	134.05	156.17	171.93	153.42	114.68
Mtrf1l	315.32	-0.15	0.23	-0.63	0.53	0.72	297.92	332.72	286.98	308.86	339.71	325.73
Mtrnr2l	491.31	0.87	0.23	3.82	0.00013	0.0015	645.59	337.03	743.48	547.7	348.32	325.73
Mtrr	1074.17	-0.11	0.21	-0.55	0.58	0.76	1028.4	1119.94	991.75	1065.05	936.95	1302.94
Mtss1	205.28	0	0.27	-0.01	0.99	1	205.59	204.96	222.91	188.27	218.39	191.54
Mtss1l	2.72	-0.15	0.34	-0.45	0.65	2	1.83	3.61	1.33	2.33	2.35	4.88
Mttp	39.21	0.38	0.42	0.91	0.36	0.58	46.59	31.83	57.4	35.79	25.83	37.82
Mtus1	8.15	0.26	0.44	0.59	0.56	2	10.12	6.18	9.34	10.89	6.26	6.1
Mtus2	21.39	-0.07	0.45	-0.15	0.88	2	20.46	22.33	16.02	24.9	22.7	21.96
Mtvr2	964.84	-1.38	0.2	-6.85	7.50E-12	3.10E-10	513.49	1416.19	464.51	562.48	1551.41	1280.98
Mtx1	491.72	-0.17	0.24	-0.68	0.49	0.7	461.65	521.79	465.84	457.45	643.42	400.15
Mtx2	674.33	0.61	0.23	2.67	0.0076	0.04	826.08	522.59	743.48	908.68	623.07	422.11
Mtx3	217.9	0.65	0.26	2.46	0.014	0.064	271.19	164.61	276.3	266.07	181.6	147.62
Muc1	37.3	-0.05	0.42	-0.12	0.91	0.95	36.7	37.9	45.38	28.01	47.75	28.06
Muc13	25.74	-0.94	0.45	-2.07	0.039	0.13	10.79	40.69	10.68	10.89	9.39	71.98
Muc2	19.5	-0.65	0.45	-1.44	0.15	2	11.79	27.21	17.35	6.22	22.7	31.72
Muc20	4.29	-0.54	0.38	-1.43	0.15	2	1.06	7.53	1.33	0.78	10.18	4.88
Muc4	1.5	-0.28	0.26	-1.07	0.28	2	0	3	0	0	2.35	3.66
Muc5b	0.53	0.1	0.17	0.62	0.54	2	1.06	0	1.33	0.78	0	0
Muc6	14.67	-0.45	0.45	-0.99	0.32	2	9.79	19.55	13.35	6.22	8.61	30.5
Mudeng	723.85	-0.07	0.23	-0.32	0.75	0.87	705.3	742.4	684.75	725.85	893.12	591.69
Mul1	374.28	-0.03	0.23	-0.11	0.91	0.95	370.31	378.25	371.07	369.54	340.5	416.01
Mum1	1701.97	0.01	0.2	0.04	0.97	0.98	1706.6	1697.34	1721.88	1691.32	1387.82	2006.86
Mup20	0.59	-0.03	0.17	-0.2	0.84	2	0.39	0.78	0	0.78	1.57	0
Mus81	596.26	0.18	0.22	0.83	0.41	0.63	636.61	555.91	659.39	613.82	634.81	477.01
Mustn1	9.97	-0.02	0.44	-0.06	0.96	2	9.9	10.05	12.01	7.78	16.44	3.66
Mut	653.63	0.4	0.2	1.97	0.048	0.16	748.79	558.47	760.83	736.74	597.24	519.71
Muted	185.9	0.2	0.27	0.74	0.46	0.67	200.64	171.16	221.58	179.71	169.07	173.24
Mutyh	191.33	-0.09	0.28	-0.33	0.74	0.86	185.19	197.47	201.55	168.82	216.82	178.12
Mvd	573.27	-0.82	0.21	-3.94	8.10E-05	0.00096	406.38	740.16	400.44	412.33	695.87	784.45
Mvk	156.34	0.02	0.29	0.08	0.94	0.97	157.84	154.84	174.86	140.81	140.11	169.58
Mvp	1064.36	-0.81	0.23	-3.48	5.00E-04	0.0045	751.74	1376.98	767.51	735.97	1019.14	1734.81
Mx1	2997.25	0.46	0.19	2.35	0.019	0.08	3491.76	2502.73	4059.11	2924.42	2658.22	2347.24
Mx2	430.61	0.76	0.22	3.47	0.00052	0.0047	549.44	311.79	584.64	514.24	318.58	304.99
Mxd1	1685.37	-0.47	0.19	-2.45	0.014	0.064	1402.03	1968.72	1595.08	1208.98	1953.75	1983.68
Mxd3	597.44	-0.71	0.21	-3.38	0.00073	0.0062	443.73	751.16	400.44	487.01	715.43	786.89
Mxd4	789.31	0.79	0.19	4.07	4.70E-05	0.00059	1009.09	569.53	1046.48	971.69	562.02	577.05
Mxi1	549.39	-0.88	0.21	-4.15	3.30E-05	0.00044	376.98	721.81	384.42	369.54	656.73	786.89
Mxra7	1.03	-0.07	0.23	-0.32	0.75	2	0.67	1.39	1.33	0	1.57	1.22
Mxra8	18.65	-0.36	0.45	-0.8	0.42	2	14.01	23.3	9.34	18.67	14.87	31.72
Myadm	196.95	-2.07	0.3	-6.79	1.10E-11	4.60E-10	64.27	329.62	78.75	49.79	394.51	264.74
Myadml2	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Myb	2561.59	0.89	0.21	4.35	1.40E-05	2.00E-04	3373.11	1750.07	3631.97	3114.24	2092.29	1407.85
Mybbp1a	5462.96	0.43	0.16	2.67	0.0075	0.04	6298.29	4627.64	6116.02	6480.55	4526.65	4728.64
Mybl1	146.33	-0.94	0.32	-2.95	0.0031	0.02	92.78	199.88	77.42	108.14	155.77	244
Mybl2	2684.67	-0.38	0.17	-2.31	0.021	0.085	2317.09	3052.26	2377.27	2256.91	3047.25	3057.27
Mybpc1	0.59	-0.1	0.16	-0.6	0.55	2	0	1.17	0	0	2.35	0
Mybpc2	1.09	-0.13	0.23	-0.57	0.57	2	0.39	1.78	0	0.78	2.35	1.22
Mybpc3	1.7	-0.05	0.27	-0.17	0.86	2	1.45	1.96	1.33	1.56	3.91	0
Mybphl	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Myc	1007.29	0.46	0.18	2.51	0.012	0.058	1174.8	839.78	1201.31	1148.29	852.42	827.15
Mycbp	344.11	-0.11	0.25	-0.45	0.66	0.81	330.06	358.17	331.03	329.08	432.08	284.25
Mycbp2	3308	0.31	0.18	1.74	0.081	0.22	3674.04	2941.96	3276.92	4071.15	2979.15	2904.77
Mycbpap	0.61	-0.1	0.16	-0.6	0.55	2	0	1.22	0	0	0	2.44
Mycl1	0.83	-0.04	0.21	-0.17	0.86	2	0.67	1	1.33	0	0.78	1.22
Mycn	4.29	-0.65	0.37	-1.74	0.082	2	0.39	8.18	0	0.78	7.83	8.54
Myd88	4508.12	-0.2	0.17	-1.17	0.24	0.45	4184.88	4831.36	4191.25	4178.52	5267.13	4395.58
Myef2	1417.86	-0.41	0.21	-1.93	0.053	0.17	1203.12	1632.59	1141.25	1264.99	1298.58	1966.6
Myeov2	950.94	-0.64	0.26	-2.5	0.012	0.058	723.49	1178.39	606	840.99	828.15	1528.63
Myg1	1076.55	-0.4	0.19	-2.11	0.035	0.12	919.78	1233.31	913	926.57	1118.55	1348.08
Myh10	68.19	-1.04	0.37	-2.78	0.0054	0.031	38.86	97.52	42.71	35.01	76.71	118.34
Myh11	4.87	0.09	0.39	0.24	0.81	2	5.56	4.18	8.01	3.11	4.7	3.66
Myh14	1	-0.03	0.21	-0.14	0.89	2	0.78	1.22	0	1.56	0	2.44
Myh15	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Myh3	3.23	0.32	0.34	0.94	0.35	2	5.28	1.17	6.67	3.89	2.35	0
Myh7b	5.31	-0.43	0.4	-1.1	0.27	2	2.39	8.23	4	0.78	5.48	10.98
Myh9	44675.58	-0.31	0.2	-1.56	0.12	0.29	39575.9	49775.26	38570.18	40581.63	38771.21	60779.31
Myl10	4.04	-0.32	0.38	-0.85	0.39	2	2.11	5.96	2.67	1.56	7.04	4.88
Myl12b	4103.55	0	0.24	0.01	0.99	1	4106.9	4100.2	3742.76	4471.04	5401.76	2798.63
Myl4	178.6	-1.56	0.28	-5.58	2.40E-08	6.50E-07	82.05	275.15	80.09	84.02	268.48	281.81
Myl6	10219.26	-0.25	0.21	-1.23	0.22	0.43	9273.42	11165.1	8729.55	9817.29	8660.35	13669.85
Myl6b	99.68	-0.6	0.33	-1.83	0.068	0.2	75.88	123.48	74.75	77.02	132.28	114.68
Myl7	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Myl9	1.22	-0.04	0.26	-0.14	0.88	2	1.06	1.39	1.33	0.78	1.57	1.22
Mylip	550.78	-0.63	0.24	-2.59	0.0097	0.048	423.01	678.54	420.46	425.55	518.96	838.12
Mylk	0.83	-0.04	0.21	-0.17	0.86	2	0.67	1	1.33	0	0.78	1.22
Mylk2	0.53	0.1	0.17	0.62	0.54	2	1.06	0	1.33	0.78	0	0
Mylk3	3.61	-0.36	0.35	-1.03	0.3	2	1.17	6.05	0	2.33	2.35	9.76
Mylpf	157.97	0.02	0.3	0.07	0.94	0.97	158.76	157.18	121.47	196.05	155.77	158.6
Mynn	682.55	0.17	0.21	0.79	0.43	0.65	725.55	639.56	731.47	719.63	735	544.11
Myo10	186.24	-0.1	0.29	-0.36	0.72	0.85	177.95	194.53	166.85	189.05	148.72	240.34
Myo15	1.11	-0.11	0.22	-0.52	0.61	2	0.39	1.83	0	0.78	0	3.66
Myo18a	2437.84	-0.24	0.2	-1.16	0.25	0.46	2226.44	2649.24	2076.94	2375.94	2142.39	3156.08
Myo18b	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Myo19	270.17	0.41	0.25	1.63	0.1	0.26	310.93	229.42	308.34	313.52	205.08	253.76
Myo1a	11.83	-0.17	0.45	-0.38	0.71	2	9.95	13.72	6.67	13.23	5.48	21.96
Myo1b	18.14	0.54	0.45	1.19	0.23	2	24.62	11.66	17.35	31.9	17.22	6.1
Myo1c	1683.15	-0.06	0.18	-0.31	0.76	0.87	1649.9	1716.4	1673.83	1625.97	1859.03	1573.77
Myo1d	17.87	0.4	0.45	0.89	0.37	2	22.68	13.05	17.35	28.01	18.79	7.32
Myo1e	138.97	-0.57	0.3	-1.91	0.057	0.17	108.63	169.31	116.13	101.14	180.03	158.6
Myo1f	4095.68	-3.43	0.18	-19.31	4.70E-83	5.60E-80	635.16	7556.2	658.05	612.27	6817.76	8294.63
Myo1g	9364.12	-0.92	0.17	-5.32	1.00E-07	2.40E-06	6356.75	12371.49	5997.23	6716.28	11085.32	13657.65
Myo1h	33.37	1.65	0.44	3.79	0.00015	0.0016	57.82	8.92	72.08	43.57	11.74	6.1
Myo3b	2.56	-0.15	0.33	-0.47	0.64	2	1.72	3.4	2.67	0.78	3.13	3.66
Myo5a	1356.48	-0.09	0.19	-0.46	0.65	0.8	1311.46	1401.51	1218.67	1404.25	1241.44	1561.57
Myo5b	1.67	-0.01	0.27	-0.05	0.96	2	1.56	1.78	0	3.11	2.35	1.22
Myo5c	2.14	0.14	0.31	0.45	0.65	2	2.89	1.39	2.67	3.11	1.57	1.22
Myo6	102.76	-1	0.35	-2.85	0.0043	0.026	61.26	144.25	58.73	63.79	99.41	189.1
Myo7a	75.52	0.26	0.36	0.73	0.47	0.67	84.05	66.98	74.75	93.36	79.06	54.9
Myo9a	364.25	0.21	0.23	0.93	0.35	0.57	392.65	335.85	383.09	402.21	345.98	325.73
Myo9b	6397.93	-0.13	0.16	-0.8	0.42	0.64	6099.42	6696.43	5755.63	6443.21	6665.91	6726.96
Myof	6.33	-0.08	0.37	-0.22	0.82	2	5.34	7.32	1.33	9.34	0	14.64
Myom1	4.57	0.18	0.38	0.46	0.65	2	5.78	3.35	5.34	6.22	5.48	1.22
Mypop	68.15	0.22	0.37	0.58	0.56	0.75	74.84	61.46	92.1	57.57	59.49	63.44
Myrip	1.03	-0.07	0.23	-0.32	0.75	2	0.67	1.39	1.33	0	1.57	1.22
Mysm1	1504.11	0.25	0.18	1.42	0.16	0.34	1638.1	1370.13	1619.1	1657.09	1338.5	1401.75
Myst1	418.94	0.18	0.22	0.79	0.43	0.64	445.95	391.92	411.12	480.79	400.77	383.07
Myst2	3343.65	-0.11	0.17	-0.65	0.52	0.72	3210.23	3477.08	3349	3071.45	3751.72	3202.44
Myst3	5948.45	0.16	0.16	0.98	0.33	0.55	6285.84	5611.07	5989.22	6582.47	5519.96	5702.18
Myst4	547.74	0.18	0.21	0.87	0.39	0.6	584.3	511.17	619.34	549.25	489.22	533.13
Myt1	0.39	0.09	0.16	0.58	0.56	2	0.78	0	0	1.56	0	0
Mzf1	10.51	0.05	0.45	0.12	0.9	2	10.95	10.06	13.35	8.56	5.48	14.64
Mzt1	837.81	-0.02	0.19	-0.11	0.91	0.96	831.16	844.45	808.88	853.44	842.24	846.66
Mzt2	106.95	0.32	0.32	1	0.32	0.54	121.19	92.7	124.14	118.25	104.89	80.52
N28178	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
N4bp1	2558.52	-1.32	0.17	-7.57	3.60E-14	1.90E-12	1429.5	3687.55	1502.98	1356.01	3906.71	3468.4
N4bp2	1429.8	0.31	0.19	1.63	0.1	0.26	1591.14	1268.46	1472.28	1709.99	1130.29	1406.63
N4bp2l1	297.33	0.55	0.24	2.27	0.023	0.092	358.58	236.07	367.07	350.09	259.87	212.28
N4bp2l2	2371.42	0.34	0.18	1.87	0.061	0.18	2660.85	2081.99	2650.9	2670.8	2316.94	1847.05
N4bp3	196.01	-1.07	0.27	-3.98	6.90E-05	0.00084	119.3	272.72	118.8	119.81	257.52	287.91
N6amt1	195.55	0.45	0.27	1.67	0.094	0.24	228.93	162.18	222.91	234.95	170.64	153.72
N6amt2	641.07	-0.25	0.2	-1.24	0.22	0.42	583.23	698.92	580.64	585.82	673.17	724.67
Naa10	2031.33	-0.34	0.18	-1.87	0.061	0.18	1785.31	2277.35	1776.61	1794.02	2058.63	2496.08
Naa11	0.39	0	0.16	0	1	2	0.39	0.39	0	0.78	0.78	0
Naa15	5999.7	-0.06	0.16	-0.39	0.7	0.84	5862.92	6136.48	5647.51	6078.34	5925.42	6347.55
Naa16	1198.08	0.53	0.18	2.92	0.0035	0.022	1424.91	971.25	1436.24	1413.58	1012.88	929.62
